id;name;nb_cal;ingredients;description;image;nb_likes;recipe_cooking_time;recipe_type;diet;difficulty;creation_date
EOIFN-13N8S-X030;Idées de légumes d'accompagnement;45;1 betterave crues\nHuile de friture;ETAPE 1\nPour les frites de betterave, procéder comme des frites de pommes de terre, en goûtant une frite pour qu'elle soit à votre goût. Saler, poivrer (poivre noir du moulin et poivre blanc).\n\nETAPE 2\nIdéal pour des volailles et viandes blanches ! \n\nETAPE 3\nPour les courgettes sautées, les couper en rondelles fines en gardant la peau, puis les faire sauter dans une sauteuse avec un verre d'huile d'olive fumante. Bien remuer dès le début de la cuisson pour graisser toutes les rondelles, elles sont cuites en 10 min ou plus selon votre goût. \n\nETAPE 4\nSaler et poivrer en fin de cuisson et ajouter l'ail finement émincé, et du persil plat haché. \n\nETAPE 5\nIdéal pour les poissons, tels que le saumon, le gibier...\n\nETAPE 6\nPour les pommes de terre confites, les couper en rondelle, les faire sauter dans un verre d'huile d'olive avec 50 g de beurre demi-sel avec le sucre, 1/2 cuillère à café de 4 épices pendant 20 min jusqu'à coloration sur feu moyen en secouant régulièrement la sauteuse pour décoller du fond sans abimer les légumes. \n\nETAPE 7\nDéglacer les pommes de terre au porto, et laisser mijoter à couvert encore 10 min. \nETAPE 8\nIdéal pour les magrets, filets de boeuf, d'autruche, côtes de boeuf... ;;34;00:45:00;Accompagnement;1;Moyen;2018-01-01
EOIFN-13N8S-X031;Bananes plantain en accompagnement (Congo);300;2/3 banane plantain bien mûres mais pas trop\nHuile de palme rouge;ETAPE 1\nFaites chauffer l'huile de palme, à feux doux (sur une échelle de 1 à 6, prenez 3). \n\nETAPE 2\nL'huile dans la poêle doit former une couche de 2 mm environ. L'huile ne doit SURTOUT PAS FUMER!! \n\nETAPE 3\nEn attendant, après avoir enlevé la peau des bananes, il faut les couper dans le sens de la longueur. Couper ensuite chaque moitié en morceaux de 10 cm environ. \n\nETAPE 4\nPlacer les morceaux dans la poêle. Si vous avez une hotte aspirante, c'est le moment de vous en servir ! L'huile de palme, bien qu'elle sente bon, sent fort aussi. \n\nETAPE 5\nLaissez les cuire sur chaque face de façon à avoir des morceaux au final légèrement dorés (PAS CROUSTILLANTES!). \n\nETAPE 6\nSe mange avec des légumes (manioc, parex), de la viande et, pourquoi pas, du riz également. \n\nETAPE 7\nCet accompagnement est une prépartion Muluba, du Kasai, région de la R.D.Congo. ;;153;00:45:00;Accompagnement;0;Facile;2018-01-01
EOIFN-13N8S-X032;Purée de figues;150;62,5 g de figue sèches\n2,5 cl de vin qui sera bu avec le foie gras ou qui à servi à le parfumer;ETAPE 1\nCouper les figues en 8 morceaux, les placer dans une casserole et couvrir du vin. \n\nETAPE 2\nCuire à petit feu jusqu'à absorption complète du vin. \n\nETAPE 3\nMixer le tout et servir tiède en accompagnement du foie gras en terrine. ;;203;01:00:00;Accompagnement;1;Moyen;2018-01-01
EOIFN-13N8S-X033;Soupe de concombre;300;1/2 concombre\n1/4 cube de bouillon de volaille\n1/2 portion de fromage fondu (Kiri ou Vache qui rit);ETAPE 1\nEpluchez les concombres, enlevez les graines et les couper en cubes. Faites-les cuire 15 mn à la vapeur. \n\nETAPE 2\nMixez avec le cube de bouillon et le fromage sans ajouter d'eau. ;;254;00:15:00;Entree;0;Facile;2018-01-01
EOIFN-13N8S-X034;Coquilles Saint Jacques sur lit de poireaux;201;3 noix de saint-jacques\n1 poireau\n1/2 cuillère à soupe de farine\n1/2 cuillère à soupe de crème fraîche\n1/2 cuillère à soupe d'huile\nPoivre\nSel\nMuscade;ETAPE 1\nNe garder que le blancs des poireaux.\nLes émincer en rondelles les plus fines possibles (1mm).\n\nETAPE 2\nLes faire cuire à feu doux dans une poêle avec 1/2 verre d'eau jusqu'à ce que les poireaux soient parfaitement fondus et qu'il ne reste plus d'eau. Eventuellement, égoutter après cuisson pour retirer l'excédent d'eau.\n\nETAPE 3\nAjouter dans la poêle la crème fraîche, le sel, le poivre, ainsi qu'une bonne pincée de muscade. Réserver au chaud.\n\nETAPE 4\nPendant la cuisson des poireaux, nettoyer les coquilles Saint Jacques. Les éponger sur du papier absorbant. Les poivrer légèrement sur les deux faces et les passer à la farine.\n\nETAPE 5\nFaire chauffer l'huile dans une poêle et faire revenir rapidement les coquilles sur chaque face.\n\nETAPE 6\nEtaler la fondue de poireaux bien chaude dans 4 assiettes et disposer les noix de Saint Jacques dessus.\nServir aussitôt.;;346;00:20:00;Entree;0;Moyen;2018-01-01
EOIFN-13N8S-X035;Tarte au chèvre et aux poireaux;540;50 g de farine\n25 g de beurre\n1 pincée de sel\n6,5 cl de crème fraîche épaisse\n1 oeuf\n1/6 verre de lait\n1/3 poireau\n1/6 bûche de chèvre (ou 150 gr de fromage de chèvre du même type)\nEmmental râpé\nPoivre\nSel\n1/3 cuillère à soupe d'épices orientale);ETAPE 1\nPréparer la pâte avec la farine, le beurre, le sel et de l'eau pour obtenir un mélange souple mais qui ne colle pas. Abaisser et poser dans un plat à tarte.\n\nETAPE 2\nSur la pâte, disposer le fromage de chèvre coupé en petites tranches.\n\nETAPE 3\nPendant ce temps, faire suer les poireaux coupés en rondelles dans un peu de beurre. Dans un saladier mélanger la crème, le lait, les oeufs, le râpé puis ajouter les poireaux. Saler, poivrer et ajouter la nigelle.\n\nETAPE 4\nPréchauffer le four et faire cuire jusqu'à ce que le dessus soit bien doré.;;154;00:20:00;Entree;0;Facile;2018-01-01
EOIFN-13N8S-X036;Mousse d'avocats;361;1/2 avocat\n1/4 gousse d'ail\n1/4 oignon\n3/4 cuillère à café de crème fraîche\n1/2 cuillère à soupe de jus de citron\n1/2 cuillère à soupe de ketchup\n1/4 cuillère à café de ciboulette hâchée;ETAPE 1\nMettre la chair d'avocats dans le récipient d'un miweur et y ajouter le jus de citron, l'ail et l'oignon.\n\nETAPE 2\nMixer le tout et y ajouter le ketchup et la crème fraîche.\n\nETAPE 3\nPrésenter dans des petits bols et y ajoutez un petit peu de ciboulette et une touche de ketchup.\n\nETAPE 4\nLaissez 1 h 30 au réfrigérateur et voilà le tour est joué !!\n\nETAPE 5\nBon appétit.;;346;00:20:00;Entree;0;Facile;2018-01-01
EOIFN-13N8S-X037;Pâté de Pâques berrichon;549;1/6 pâte feuilletée\n25 g de viande hachée porc et veau\n1 oeuf\nbrin de persil\nPoivre\nSel\nMuscade;ETAPE 1\nFaire cuire les oeufs pour qu'ils soient durs.\n\nETAPE 2\nEtaler la pâte feuilletée.\n\nETAPE 3\nMélanger la viande, le persil et les épices.\n\nETAPE 4\nFaire un boudin de viande au milieu de la pâte.\n\nETAPE 5\nUne fois que les oeufs sont froids, les couper en deux et les disposer sur la viande.\n\nETAPE 6\nRefermer la pâte feuilletée sur le côté, pour que ce soit bien hermétique.\n\nETAPE 7\nVous pouvez badigeonner le pâté avec du jaune d'oeuf.\n\nETAPE 8\nPercer quelques trous sur le dessus et faire cuire 30 minutes à 200 degrés C (thermostat 6-7).;;456;00:30:00;Entree;0;Facile;2018-01-01
EOIFN-13N8S-X038;Soupe Pho;503;100 g de viande de boeuf maigre\n1/4 citron vert\n1/4 morceau de gingembre\n1/4 petit piment vert\n1/4 petit bouquet de coriandre\n1/4 petit bouquet de ciboulette thaï ( un peu plus grosse que la notre)\n100 g de nouilles de riz fraîche ( dans les magasins asiatiques, genre Paris Store)\n37,5 cl de bouillon de pot au feu ou un bouillon préparé avec 2 cubes de Maggi ou autre.\n1/4 étoile de badiane ( 2 si vous aimez)\nSauce nuoc mam;ETAPE 1\nLavez, séchez,ciselez la ciboulette et la coriandre, émincez le piment, coupez le citron vert en 4 dans le sens de la longueur et mettez-les en attente dans des coupelles.\n\nETAPE 2\nPortez à ébullition, le bouillon de boeuf, ajoutez-y l'étoile de badiane, et le morceau de gingembre pelé et émincé. Couvrez et laissez cuire doucement pendant 12 min.\n\nETAPE 3\nDétaillez le boeuf en fine lamelles, aites cuire les nouilles de riz dans de l'eau bouillante salée, respectez les indications sur le paquet.\n\nETAPE 4\nDans 4 grands bols versez 1 cuillerée à soupe de sauce Nuoc-mâm, egouttezles nouilles de riz,répartissez-les dans les bols, posez les lamelles de boeuf, et versez le bouillon de boeuf brûlant, parsemez de ciboulette et de corinadre. Servez aussitôt.\n\nETAPE 5\nChacun ajoutera à son goût, citron vert,et piment. Bon appétit;;987;00:12:00;Plat;0;Facile;2018-01-01
EOIFN-13N8S-X039;Sauté de veau au chorizo;321;1/6 kg de sauté de veau\n1/6 chorizo (doux ou extra fort selon votre goût)\n1/3 boîte de pulpe de tomate\n1/6 pot d'olive verte dénoyautées\n2/3 oignon\n1/6 bouquet de basilic\n1/6 bouquet garni\n1/6 gousse d'ail\n1/3 cuillère à soupe d'huile;ETAPE 1\nEmincer l'oignon et détailler le chorizo pelé en rondelles.\n\nETAPE 2\nDécouper le veau en morceaux.\n\nETAPE 3\nFaire revenir veau et oignons émincés jusqu'à coloration dans l'huile.\n\nETAPE 4\nAjouter le chorizo puis la pulpe de tomate, le basilic haché et enfin les olives.\n\nETAPE 5\nCouvrir et faire mijoter à feu doux 1 heure minimum.\n\nETAPE 6\nCe plat est encore meilleur préparé la veille et réchauffé le jour même.;;0;01:00:00;Plat;0;Facile;2018-01-01
EOIFN-13N8S-X040;Daube provençale;142;1/4 kg de boeuf à daube maigre type paleron, galinette coupée en gros morceaux\n1/8 oignon\n1/8 carotte\n1/4 feuille de laurier\n1/4 gousse d'ail\n1/8 bouquet de thym\nPoivre et sel\n1/8 orange prélevée au moins 8 jours avant et bien sèche\n37,5 g d'olives noires dénoyautées\n1/4 cuillère de coulis ou de sauce tomate épaisse\n1/4 cuillère d'huile d'olive (dans l'idéal, des Baux, évidemment)\n1/8 bouteille de vin rouge Côtes du Rhône (rouge de préférence Gigondas ou Vacqueyras, c'est IMPÉRATIF pour que la daube soit provençale!);"ETAPE 1\nDans un saladier, mettre la viande, l'oignon et la carotte finement coupés, l'ail épluché, le thym et le laurier, le poivre et le zeste d'orange coupé.\n\nETAPE 2\nVerser le vin et laisser macérer de 12 à 24h au frais.\n\nETAPE 3\nLe lendemain, égoutter la viande et la faire revenir dans une sauteuse, dans l' huile très chaude, morceau après morceau , la déposer dans une cocotte minute.\n\nETAPE 4\nPorter ensuite la marinade et ses ingrédients à ébullition dans la sauteuse ayant servi pour la viande pendant 5 mn.\n\nETAPE 5\nVerser sur la viande, saler (mais pas trop car on va ajouter des olives en fin de cuisson), ajouter la sauce tomate.\n\nETAPE 6\nFermer la cocotte minute et laisser cuire 1h30 à partir de la rotation de la soupape qui doit tourner à vitesse lente (le feu ne doit pas être trop vif pour éviter que la viande ""n'attrape""au fond).\n\nETAPE 7\nLaisser refroidir la cocotte, ouvrir et rajouter les olives noires et 2 cuillerées à soupe d'huile d'olive.";;123;01:00:00;Plat;0;Moyen;2018-01-01
EOIFN-13N8S-X041;Véritable Fondue savoyarde;321;125 g de beaufort\n1/2 verre de vin blanc (vin des Abymes)\n100 g de comté\n75 g de tomme de Savoie\n1/16 reblochon (facultatif)\n1/4 petit verre de kirsch\n1/4 cuillère à café de maïzena\n1/4 gousse d'ail\n1/4 pain à croûte (genre boule de campagne);"ETAPE 1\nCommencer par couper le pain en morceaux pour qu'il durcisse.\n\nETAPE 2\nCouper le fromage en lamelles EN ENLEVANT LES CROÛTES.\n\nETAPE 3\nRéserver le reblochon à part (il sera ajouté à la fin pour lier tous les fromages).\n\nETAPE 4\nDissoudre une cuillère de Maïzena dans un petit verre de kirsch.\n\nETAPE 5\nFrotter le caquelon avec la gousse d'ail jusqu'à usure de l'ail.\n\nETAPE 6\nMettre à chauffer le vin blanc (feux moyen), quand il mousse, baisser le feu et ajouter petit à petit les fromages en lamelles en remuant avec une cuillère en bois en faisant des ""8"".\n\nETAPE 7\nQuand tout le fromage est fondu, ajouter le reblochon, et le kirsch + Maïzena.\n\nETAPE 8\nAllumer le réchaud et poser la fondue dessus, remuer de temps en temps avec la cuillère en bois, c'est prêt à déguster.";;456;00:15:00;Plat;0;Moyen;2018-01-01
EOIFN-13N8S-X042;Chili con carne facile;123;12,5 g de beurre\n1/2 oignon\n1/2 gousse d'ail écrasées\n125 g de boeuf haché\n1/4 cuillère à café de chili en poudre\n1/2 cuillère à café de cumin en poudre\n16,5 g de concentré de tomates\n1/4 grosse boîte de haricots rouges égouttés\n7,5 cl de bouillon de boeuf\nSel\nPoivre\nPersil pour décorer;ETAPE 1\nPréchauffer le four à 180 degrés C (thermostat 6).\n\nETAPE 2\nHacher l'oignon et l'ail.\n\nETAPE 3\nDans une cocotte en fonte, faire fondre le beurre, et ensuite dorer doucement l'oignon et l’ail.\n\nETAPE 4\nIncorporer le boeuf haché et laisser cuire doucement 10 min.\n\nETAPE 5\nMélanger le chili, le cumin, le concentré de tomates, et incorporer le tout au boeuf. Ajouter les haricots, le bouillon, du sel et du poivre.\n\nETAPE 6\nCouvrir et cuire 25 min au four.;;123;00:25:00;Plat;0;Facile;2018-01-01
EOIFN-13N8S-X043;Compote de pomme simple;123;200 g de pomme\n1/2 gousse de vanille\n2,5 cl d'eau\n37,5 g de sucre;ETAPE 1\nPeler vos pommes, les couper en huitième et les épépiner.\n\nETAPE 2\nDans une casserole porter à ébullition l'eau, le sucre et les gousses de vanille fendues et grattées.\n\nETAPE 3\nQuand l'eau est portée à ébullition y ajouter les pommes.\n\nETAPE 4\nFaire cuire à feu doux en remuant de temps en temps.;;1111111;00:15:00;Dessert;0;Facile;2018-01-01
EOIFN-13N8S-X044;Crêpes de l'empereur;321;7,5 cl de lait entier\n44 g de farine\n12,5 g de sucre\n1 oeuf\n3/4 cuillère à soupe de raisin secs\n7,5 g de beurre;ETAPE 1\nPréchauffer le four à 200 degrés C (thermostat 6-7).\nSéparer les blancs des jaunes.\n\nETAPE 2\nBattre les jaunes avec la farine en ajoutant le lait progressivement.\n\nETAPE 3\nIncorporer les raisins secs.\n\nETAPE 4\nMonter les blancs en neige avec le sucre.\n\nETAPE 5\nIncorporer délicatement, à l'aide d'une maryse, les blancs à la préparation précédente.\n\nETAPE 6\nFaire fondre le beurre dans une grande poêle allant au four puis y verser la préparation. Laisser dorer sur feu doux 5 minutes.\n\nETAPE 7\nEnfourner 15 à 20 minutes.\n\nETAPE 8\nA la main ou avec une fourchette, déchirer des morceaux de crêpes et saupoudrer de sucre glace avant de servir.;;1;00:15:00;Dessert;0;Moyen;2018-01-01
EOIFN-13N8S-X045;Macaron ananas façon balle de tennis;111;12,5 g d'ananas\n1/24 citron vert\n2,5 g de crème de coco\n1 oeuf\n6,5 g de sucre\n1/6 sachet de sucre vanillé\n1/8 cuillère à soupe de maïzena\n11,5 g de sucre glace\n6,5 g d'amande\n1 blanc d'oeuf\n1,67 g de sucre en poudre\ngoutte de colorant alimentaire jaune\n8,5 g de sucre glace\n1/12 cuillère à soupe de jus de citron;ETAPE 1\nPréparation de l'annas curd.\n\nETAPE 2\nEplucher l'ananas et le couper en morceaux.\n\nETAPE 3\nMixer les morceaux d'ananas avec le jus de citron. Ajouter la crème et mixer à nouveau.\n\nETAPE 4\nVerser la préparation dans une casserole et chauffer à feu doux.\n\nETAPE 5\nDans un saladier, mélanger e sucre, la maïzena et les oeufs.\n\nETAPE 6\nIncorporer la préparation à l'ananas et bien mélanger.\n\nETAPE 7\nRemettre dans la casserole et chauffer à nouveau sans cesser de remuer jusqu'à ce que la préparation épaississe.\n\nETAPE 8\nRéserver au frais (minimum 2h).\n\nETAPE 9\nPréparation des coques de macaron.\n\nETAPE 10\nPréchauffer le four à 120 degrés C (thermostat 4) et y glisser une plaque à pâtisserie vide.\n\nETAPE 11\nMélanger le sucre et la poudre d'amandes.\n\nETAPE 12\nMonter les blancs en neige bien ferme puis ajouter le sucre et le colorant. Battre encore jusqu'à ce que les blancs soient bien fermes.\n\nETAPE 13\nIncorporer alors délicatement, à l'aide d'une maryse, la préparation à la poudre d'amande dans les blancs en neige.\n\nETAPE 14\nPlacer la préparation dans une poche à douille.\n\nETAPE 15\nSur une plaque recouverte de papier cuisson, déposer des ronds/dômes de préparation en les espaçant légèrement les uns des autres.\n\nETAPE 16\nLaisser sécher à l'air libre 30 minutes avant d'enfourner.\n\nETAPE 17\nEnfourner 20 minutes (en surveillant la cuisson) en déposant la plaque avec les coques sur la plaque chaude déjà dans le four.\n\nETAPE 18\nMontage des macarons.\n\nETAPE 19\nUne fois refroidi, décoller les coques de la plaque et en retourner la moitié.\n\nETAPE 20\nPlacer l'ananas curd dans une poche à douille et garnir les coques retournées. Couvrir avec une coque non garnie.\n\nETAPE 21\nMélanger le sucre glace et le jus de citron. Placer dans une poche à douille avec un embout très fin.\n\nETAPE 22\nSur le dessus de chaque macaron, dessiner 2 arcs de glaçage pour représenter une balle de tennis.\n\nETAPE 23\nRéserver 1 journée au frais avant de servir.;;23;00:20:00;Dessert;0;Difficile;2018-01-01
EOIFN-13N8S-X046;Crêpes à la bière;141;25 g de farine\nSel\n1 oeuf\n1/10 cuillère à soupe d'huile\n1/10 cuillère à soupe de rhum\n1,25 cl de bière\n2,5 cl de lait;ETAPE 1\nMettez la farine dans un saladier. Faites-y un puits et ajoutez l'huile, le rhum et les oeufs.\n\nETAPE 2\nMélangez, puis ajoutez petit à petit le lait, puis la bière.\n\nETAPE 3\nLaissez reposer 1 heure avant de faire cuire les crêpes. Les déguster avec du sucre en poudre ou de la cassonade.;;124;00:02:00;Dessert;0;Facile;2018-01-01
EOIFN-13N8S-X047;Gratin de chou-fleur léger;321;1/4 chou-fleur\n6,5 g de beurre\n7,5 g de farine\n1/4 bouillon de volaille\n10 cl d'eau\n1,25 cl de crème\n12,5 g de fromage râpé\nSel\nPoivre\nMuscade;ETAPE 1\nNettoyer le chou-fleur et le couper en bouquets.\n\nETAPE 2\nLes disposer dans le panier vapeur de la cocotte-minute et cuire à la vapeur environ 8 min après le sifflement de la soupape. Vérifier la cuisson en piquant la pointe d'un couteau dans un des bouquets (ça doit être tendre mais pas mou).\n\nETAPE 3\nPréparer une sauce blanche : disposer un bouillon de volaille dans l'eau et faire bouillir. Faire fondre le beurre dans une casserole puis ajouter la farine. Verser peu à peu le bouillon bien chaud, comme pour une béchamel. Selon les goûts ajouter (ou non) un peu de crème. Saler, poivrer et ajouter une pointe de muscade.\n\nETAPE 4\nPréchauffer le four à 200°C (thermostat 6-7).\n\nETAPE 5\nBeurrer un plat à gratin et recouvrir le fond de sauce. Disposer dessus les bouquets têtes en bas (sinon la sauce ne s'y imprègne pas). Recouvrir du reste de sauce.\n\nETAPE 6\nParsemer de fromage râpé (de préférence du comté qui à un goût plus prononcé).\n\nETAPE 7\nEnfourner pour environ 30 min.;;234;00:30:00;Accompagnement;0;Facile;2018-01-01
EOIFN-13N8S-X048;Lemon cake (gâteau au citron);1;33,5 g de farine\n1/12 sachet de levure chimique\n4 g de maïzena\n25 g de sucre\n25 g de beurre ramolli\n1 oeuf\n3,5 cl de lait\n1/3 cuillère à soupe de citron\n2/3 cuillère à soupe de jus de citron\n1/2 citron\n25 g de sucre\n1 oeuf\n5 g de beurre\n1/6 cuillère à soupe de maïzena\n25 g de sucre glace\n2/3 cuillère à soupe de jus de citron;"ETAPE 1\nGâteau :\n\nETAPE 2\nPréchauffez le four à 180 degrés C (thermostat 6).\n\nETAPE 3\nSi vous utilisez un cercle de pâtissier (le plus pratique), déposez une feuille de papier cuisson sur la plaque du four et faites le tour du cercle avec une autre (à laquelle vous faites des ""franges"" pour le fond).\n\nETAPE 4\nMélangez la farine, la levure et la Maïzena.\n\nETAPE 5\nMélangez le sucre avec le beurre jusqu'à ce que ça fasse plus une crème. Ajoutez les œufs un par un et battez bien à chaque fois. Ajoutez le mélange de farine et le lait alternativement.\n\nETAPE 6\nAjoutez les zestes (râpés pour que ce soit vraiment fin) et le jus de citron.\n\nETAPE 7\nVerser dans le cercle et faites cuire environ 25 minutes (jusqu'à ce que la lame d'un couteau ressorte propre).\n\nETAPE 8\nLaissez refroidir.\n\nETAPE 9\nLemon curd (crème de citron) :\n\nETAPE 10\nLavez les citrons et râpez les zestes d'un citron et demi. Mettez les zestes et le jus des 3 citrons dans une casserole.\n\nETAPE 11\nVersez le sucre et la Maïzena, remuez et chauffez à feu doux. Battez les œufs à part puis versez dans la casserole avec le beurre. Mélangez jusqu'à épaississement (mais pas trop sinon vous allez avoir des morceaux de blancs d'œuf, disgracieux mais pas gênants).\n\nETAPE 12\nGlaçage :\n\nETAPE 13\nMélangez le sucre tamisé à 4 cuillères à soupe de jus de citron jusqu'à obtention d'un mélange épais et ""soyeux"".\n\nETAPE 14\nAjoutez du jus de citron (ou du sucre) pour obtenir la consistance souhaitée (trop liquide ça coule et est transparent mais trop épais et c'est galère à étaler).\n\nETAPE 15\nMontage final :\n\nETAPE 16\nDécoupez en deux votre gâteau (avec un couteau à lame longue pour ne pas faire de carnage).\n\nETAPE 17\nÉtalez la crème de citron au milieu (vous pouvez servir le surplus à côté si vous en avez ou en napper le gâteau si vous n'avez pas le temps de faire le glaçage) .\n\nETAPE 18\nRemettez la moitié supérieure et versez le glaçage. Décorez selon l'envie.";;2;00:30:00;Dessert;0;Difficile;2018-01-01
EOIFN-13N8S-X049;Liqueur de cerise;12;1/5 kg de cerise\n70 g de sucre\n1/5 l d'eau de vie;ETAPE 1\nDénoyauter les cerises et réserver la moitié des noyaux.\n\nETAPE 2\nÉcraser les cerises, concasser les noyaux.\n\nETAPE 3\nMettre les cerises et les noyaux concassés dans un bocal et recouvrir d'eau de vie pour 30 jours minimum. Laisser macérer au frais et a l'abri de la lumière.\n\nETAPE 4\nFiltrer la préparation et presser le mélange fruits-noyaux.\n\nETAPE 5\nRemettre dans le bocal et ajouter 350 g de sucre.\n\nETAPE 6\nLaisser fondre le sucre.\n\nETAPE 7\nDécanter et embouteiller.;;132;01:00:00;Boisson;0;Moyen;2018-01-01
EOIFN-13N8S-X050;Sauce gribiche;12;1 oeuf durs\n7,5 cl d'huile de tournesol\n1/6 grosse cuillère à café de moutarde\n1/2 cuillère à soupe de vinaigre\n1/2 cornichon\n1/6 cuillère à soupe de câpres\n1/6 cuillère à soupe de persil haché\n1/6 cuillère à soupe d'estragon haché\nPoivre\nSel;ETAPE 1\nFaites cuire les oeufs durs. Ecalez-les et séparez les jaunes et les blancs.\n\nETAPE 2\nEcrasez les jaunes d'oeufs à la fourchette avec la moutarde. Incorporez le vinaigre et l'huile en fouettant comme pour une mayonnaise. Salez, poivrez.\n\nETAPE 3\nIncorporez les cornichons et câpres hachés, puis le persil et l'estragon. Hachez les blancs d'oeufs et ajoutez-les.\n\nETAPE 4\nRéservez au frais.\n\nETAPE 5\nCette sauce est parfaite pour les viandes et poissons froids.;;99;00:15:00;Sauce;0;Moyen;2018-01-01
